,external_id,season
0,170104007,1997
1,170104009,1997
2,170105017,1997
3,170105029,1997
4,170112009,1997
5,170112017,1997
6,170126009,1997
7,170831002,1997
8,170831004,1997
9,170831007,1997
10,170831008,1997
11,170831010,1997
12,170831014,1997
13,170831015,1997
14,170831017,1997
15,170831019,1997
16,170831023,1997
17,170831026,1997
18,170831027,1997
19,170831029,1997
20,170831033,1997
21,170901009,1997
22,170907001,1997
23,170907003,1997
24,170907008,1997
25,170907011,1997
26,170907014,1997
27,170907015,1997
28,170907018,1997
29,170907020,1997
30,170907021,1997
31,170907022,1997
32,170907026,1997
33,170907030,1997
34,170907033,1997
35,170908013,1997
36,170914001,1997
37,170914003,1997
38,170914007,1997
39,170914009,1997
40,170914011,1997
41,170914012,1997
42,170914016,1997
43,170914017,1997
44,170914019,1997
45,170914024,1997
46,170914025,1997
47,170914028,1997
48,170915006,1997
49,170921002,1997
50,170921007,1997
51,170921009,1997
52,170921010,1997
53,170921014,1997
54,170921017,1997
55,170921018,1997
56,170921020,1997
57,170921025,1997
58,170921026,1997
59,170921027,1997
60,170921029,1997
61,170922030,1997
62,170928001,1997
63,170928004,1997
64,170928006,1997
65,170928008,1997
66,170928012,1997
67,170928013,1997
68,170928016,1997
69,170928019,1997
70,170928023,1997
71,170928024,1997
72,170928027,1997
73,170928028,1997
74,170929029,1997
75,171005002,1997
76,171005003,1997
77,171005009,1997
78,171005011,1997
79,171005013,1997
80,171005015,1997
81,171005019,1997
82,171005021,1997
83,171005022,1997
84,171005026,1997
85,171005030,1997
86,171005033,1997
87,171006007,1997
88,171012003,1997
89,171012010,1997
90,171012016,1997
91,171012017,1997
92,171012018,1997
93,171012020,1997
94,171012022,1997
95,171012023,1997
96,171012025,1997
97,171012027,1997
98,171012030,1997
99,171013028,1997
100,171016012,1997
101,171019001,1997
102,171019004,1997
103,171019006,1997
104,171019008,1997
105,171019010,1997
106,171019013,1997
107,171019014,1997
108,171019018,1997
109,171019020,1997
110,171019021,1997
111,171019033,1997
112,171020011,1997
113,171026002,1997
114,171026014,1997
115,171026018,1997
116,171026019,1997
117,171026021,1997
118,171026022,1997
119,171026023,1997
120,171026024,1997
121,171026026,1997
122,171026027,1997
123,171026028,1997
124,171026029,1997
125,171027015,1997
126,171027017,1997
127,171102001,1997
128,171102002,1997
129,171102003,1997
130,171102004,1997
131,171102007,1997
132,171102009,1997
133,171102010,1997
134,171102011,1997
135,171102016,1997
136,171102020,1997
137,171102022,1997
138,171102025,1997
139,171102029,1997
140,171103012,1997
141,171109001,1997
142,171109002,1997
143,171109006,1997
144,171109007,1997
145,171109009,1997
146,171109010,1997
147,171109011,1997
148,171109013,1997
149,171109015,1997
150,171109016,1997
151,171109023,1997
152,171109024,1997
153,171109028,1997
154,171109030,1997
155,171110021,1997
156,171116003,1997
157,171116006,1997
158,171116008,1997
159,171116011,1997
160,171116012,1997
161,171116014,1997
162,171116018,1997
163,171116019,1997
164,171116023,1997
165,171116024,1997
166,171116025,1997
167,171116027,1997
168,171116030,1997
169,171116033,1997
170,171117015,1997
171,171123001,1997
172,171123003,1997
173,171123004,1997
174,171123008,1997
175,171123009,1997
176,171123010,1997
177,171123014,1997
178,171123017,1997
179,171123020,1997
180,171123021,1997
181,171123025,1997
182,171123026,1997
183,171123028,1997
184,171123033,1997
185,171124007,1997
186,171127006,1997
187,171127008,1997
188,171130002,1997
189,171130012,1997
190,171130013,1997
191,171130017,1997
192,171130019,1997
193,171130021,1997
194,171130022,1997
195,171130024,1997
196,171130026,1997
197,171130028,1997
198,171130029,1997
199,171130030,1997
200,171201016,1997
201,171204004,1997
202,171207003,1997
203,171207012,1997
204,171207015,1997
205,171207018,1997
206,171207020,1997
207,171207021,1997
208,171207022,1997
209,171207023,1997
210,171207024,1997
211,171207025,1997
212,171207027,1997
213,171207030,1997
214,171207033,1997
215,171208006,1997
216,171213017,1997
217,171213019,1997
218,171214001,1997
219,171214002,1997
220,171214004,1997
221,171214011,1997
222,171214013,1997
223,171214014,1997
224,171214016,1997
225,171214018,1997
226,171214020,1997
227,171214024,1997
228,171214029,1997
229,171214033,1997
230,171215025,1997
231,171220009,1997
232,171220029,1997
233,171221004,1997
234,171221006,1997
235,171221007,1997
236,171221008,1997
237,171221010,1997
238,171221012,1997
239,171221013,1997
240,171221016,1997
241,171221022,1997
242,171221026,1997
243,171221027,1997
244,171221028,1997
245,171222015,1997
246,171227007,1997
247,171227019,1997
248,171228017,1997
249,171228027,1997
