,external_id,season
0,180103023,1998
1,180103025,1998
2,180104009,1998
3,180104012,1998
4,180111023,1998
5,180111025,1998
6,180125007,1998
7,180906003,1998
8,180906004,1998
9,180906006,1998
10,180906009,1998
11,180906011,1998
12,180906012,1998
13,180906014,1998
14,180906016,1998
15,180906019,1998
16,180906021,1998
17,180906024,1998
18,180906025,1998
19,180906029,1998
20,180906033,1998
21,180907007,1998
22,180913001,1998
23,180913007,1998
24,180913008,1998
25,180913009,1998
26,180913010,1998
27,180913013,1998
28,180913014,1998
29,180913015,1998
30,180913017,1998
31,180913018,1998
32,180913020,1998
33,180913023,1998
34,180913026,1998
35,180913030,1998
36,180914028,1998
37,180920002,1998
38,180920004,1998
39,180920012,1998
40,180920013,1998
41,180920015,1998
42,180920016,1998
43,180920017,1998
44,180920020,1998
45,180920022,1998
46,180920026,1998
47,180920027,1998
48,180920030,1998
49,180921019,1998
50,180927003,1998
51,180927006,1998
52,180927010,1998
53,180927011,1998
54,180927014,1998
55,180927021,1998
56,180927023,1998
57,180927024,1998
58,180927025,1998
59,180927028,1998
60,180927029,1998
61,180927033,1998
62,180928008,1998
63,181004001,1998
64,181004002,1998
65,181004003,1998
66,181004007,1998
67,181004011,1998
68,181004012,1998
69,181004018,1998
70,181004020,1998
71,181004022,1998
72,181004027,1998
73,181004028,1998
74,181005009,1998
75,181011004,1998
76,181011006,1998
77,181011011,1998
78,181011013,1998
79,181011014,1998
80,181011017,1998
81,181011018,1998
82,181011019,1998
83,181011021,1998
84,181011022,1998
85,181011026,1998
86,181011033,1998
87,181012030,1998
88,181015008,1998
89,181018001,1998
90,181018002,1998
91,181018003,1998
92,181018010,1998
93,181018015,1998
94,181018016,1998
95,181018019,1998
96,181018023,1998
97,181018024,1998
98,181018025,1998
99,181018027,1998
100,181019017,1998
101,181025007,1998
102,181025008,1998
103,181025009,1998
104,181025010,1998
105,181025013,1998
106,181025014,1998
107,181025015,1998
108,181025018,1998
109,181025020,1998
110,181025024,1998
111,181025029,1998
112,181026012,1998
113,181101001,1998
114,181101002,1998
115,181101004,1998
116,181101008,1998
117,181101009,1998
118,181101011,1998
119,181101012,1998
120,181101023,1998
121,181101026,1998
122,181101027,1998
123,181101028,1998
124,181101029,1998
125,181101033,1998
126,181102021,1998
127,181108003,1998
128,181108006,1998
129,181108007,1998
130,181108015,1998
131,181108016,1998
132,181108017,1998
133,181108020,1998
134,181108021,1998
135,181108022,1998
136,181108025,1998
137,181108026,1998
138,181108027,1998
139,181108030,1998
140,181108033,1998
141,181109023,1998
142,181115001,1998
143,181115002,1998
144,181115008,1998
145,181115010,1998
146,181115011,1998
147,181115013,1998
148,181115016,1998
149,181115018,1998
150,181115019,1998
151,181115022,1998
152,181115024,1998
153,181115028,1998
154,181115029,1998
155,181115030,1998
156,181116012,1998
157,181122001,1998
158,181122002,1998
159,181122004,1998
160,181122006,1998
161,181122007,1998
162,181122010,1998
163,181122014,1998
164,181122016,1998
165,181122019,1998
166,181122023,1998
167,181122024,1998
168,181122025,1998
169,181122027,1998
170,181122028,1998
171,181123017,1998
172,181126006,1998
173,181126008,1998
174,181129003,1998
175,181129004,1998
176,181129009,1998
177,181129012,1998
178,181129013,1998
179,181129014,1998
180,181129015,1998
181,181129017,1998
182,181129020,1998
183,181129024,1998
184,181129026,1998
185,181129033,1998
186,181130025,1998
