,external_id,season
0,1631217003,1933
1,1641209019,1934
2,1651215008,1935
3,1661213009,1936
4,1681211019,1938
5,1691210009,1939
6,1701208028,1940
7,1711221003,1941
8,1721213028,1942
9,1731226003,1943
10,1741217019,1944
11,1751216014,1945
12,1761215019,1946
13,1771228022,1947
14,1781219021,1948
15,1791218014,1949
16,1801224005,1950
17,1811223014,1951
18,1821228005,1952
19,1831227008,1953
20,1841226005,1954
21,1851226014,1955
22,1861230019,1956
23,1871229008,1957
24,1881228019,1958
25,1891227150,1959
26,1901226021,1960
27,1910101034,1961
28,1911231009,1961
29,1921223034,1962
30,1921230019,1962
31,1931229003,1963
32,1940105024,1964
33,1940923007,1964
34,1941226002,1964
35,1941227005,1964
36,1951226024,1965
37,1960102009,1966
38,1970101002,1967
39,1970101006,1967
40,1970115009,1967
41,1970903007,1967
42,1970909010,1967
43,1970909024,1967
44,1970910002,1967
45,1970910013,1967
46,1970917002,1967
47,1970917005,1967
48,1970917009,1967
49,1970917150,1967
50,1970917013,1967
51,1970917015,1967
52,1970917016,1967
53,1970917018,1967
54,1970917021,1967
55,1970917022,1967
56,1970917023,1967
57,1970922014,1967
58,1970924002,1967
59,1970924006,1967
60,1970924007,1967
61,1970924008,1967
62,1970924009,1967
63,1970924015,1967
64,1970924018,1967
65,1970924021,1967
66,1970924023,1967
67,1970924024,1967
68,1970924025,1967
69,1971001002,1967
70,1971001006,1967
71,1971001009,1967
72,1971001010,1967
73,1971001150,1967
74,1971001013,1967
75,1971001016,1967
76,1971001018,1967
77,1971001019,1967
78,1971001020,1967
79,1971001021,1967
80,1971001022,1967
81,1971001023,1967
82,1971001028,1967
83,1971007005,1967
84,1971007020,1967
85,1971008001,1967
86,1971008003,1967
87,1971008007,1967
88,1971008008,1967
89,1971008012,1967
90,1971008014,1967
91,1971008016,1967
92,1971008019,1967
93,1971008024,1967
94,1971008028,1967
95,1971015001,1967
96,1971015002,1967
97,1971015003,1967
98,1971015005,1967
99,1971015006,1967
100,1971015009,1967
101,1971015150,1967
102,1971015017,1967
103,1971015019,1967
104,1971015020,1967
105,1971015021,1967
106,1971015023,1967
107,1971015024,1967
108,1971022005,1967
109,1971022007,1967
110,1971022008,1967
111,1971022012,1967
112,1971022014,1967
113,1971022015,1967
114,1971022016,1967
115,1971022017,1967
116,1971022019,1967
117,1971022022,1967
118,1971022023,1967
119,1971022025,1967
120,1971029001,1967
121,1971029003,1967
122,1971029010,1967
123,1971029012,1967
124,1971029013,1967
125,1971029019,1967
126,1971029020,1967
127,1971029021,1967
128,1971029025,1967
129,1971029028,1967
130,1971030022,1967
131,1971105002,1967
132,1971105006,1967
133,1971105007,1967
134,1971105008,1967
135,1971105150,1967
136,1971105012,1967
137,1971105013,1967
138,1971105016,1967
139,1971105017,1967
140,1971105018,1967
141,1971105023,1967
142,1971105025,1967
143,1971105028,1967
144,1971112001,1967
145,1971112003,1967
146,1971112007,1967
147,1971112009,1967
148,1971112014,1967
149,1971112016,1967
150,1971112017,1967
151,1971112018,1967
152,1971112020,1967
153,1971112022,1967
154,1971112024,1967
155,1971112028,1967
156,1971119001,1967
157,1971119002,1967
158,1971119003,1967
159,1971119005,1967
160,1971119006,1967
