external_id,season
1971105008,1967
1971105150,1967
1971105012,1967
1971105013,1967
1971105016,1967
1971105017,1967
1971105018,1967
1971105023,1967
1971105025,1967
1971105028,1967
1971112001,1967
1971112003,1967
1971112007,1967
1971112009,1967
1971112014,1967
1971112016,1967
1971112017,1967
1971112018,1967
1971112020,1967
1971112022,1967
1971112024,1967
1971112028,1967
1971119001,1967
1971119002,1967
1971119003,1967
1971119005,1967
1971119006,1967
1971119009,1967
1971119150,1967
1971119012,1967
1971119013,1967
1971119015,1967
1971119017,1967
1971119019,1967
1971119021,1967
1971119023,1967
1971120018,1967
1971123006,1967
1971123008,1967
1971123012,1967
1971123024,1967
1971126003,1967
1971126005,1967
1971126010,1967
1971126015,1967
1971126019,1967
1971126023,1967
1971126025,1967
1971203005,1967
1971203008,1967
1971203010,1967
1971203150,1967
1971203014,1967
1971203016,1967
1971203020,1967
1971203022,1967
1971203023,1967
1971203024,1967
1971203025,1967
1971203028,1967
1971209014,1967
1971209017,1967
1971210001,1967
1971210003,1967
1971210006,1967
1971210010,1967
1971210015,1967
1971210019,1967
1971210020,1967
1971210022,1967
1971210023,1967
1971216010,1967
1971216025,1967
1971217001,1967
1971217007,1967
1971217008,1967
1971217009,1967
1971217013,1967
1971217014,1967
1971217015,1967
1971217019,1967
1971217021,1967
1971217028,1967
1971223009,1967
1971223015,1967
1971224006,1967
1971224013,1967
1971224024,1967
1971231009,1967
1971231013,1967
1980114013,1968
1980906024,1968
1980908002,1968
1980909010,1968
1980914015,1968
1980914016,1968
1980915002,1968
1980915003,1968
1980915004,1968
1980915006,1968
1980915009,1968
1980915150,1968
1980915012,1968
1980915018,1968
1980915023,1968
1980916022,1968
1980921015,1968
1980921024,1968
1980922001,1968
1980922004,1968
1980922006,1968
1980922008,1968
1980922009,1968
1980922012,1968
1980922014,1968
1980922017,1968
1980922018,1968
1980922021,1968
1980922025,1968
1980923001,1968
1980928015,1968
1980929002,1968
1980929004,1968
1980929005,1968
1980929007,1968
1980929009,1968
1980929010,1968
1980929016,1968
1980929018,1968
1980929019,1968
1980929021,1968
1980929025,1968
1981005005,1968
1981005020,1968
1981006001,1968
1981006007,1968
1981006010,1968
1981006150,1968
1981006013,1968
1981006014,1968
1981006016,1968
1981006019,1968
1981006022,1968
1981006028,1968
1981012015,1968
1981013001,1968
1981013003,1968
1981013005,1968
1981013006,1968
1981013009,1968
1981013012,1968
1981013013,1968
1981013017,1968
1981013018,1968
1981013020,1968
1981013025,1968
1981013028,1968
1981020004,1968
1981020008,1968
1981020010,1968
1981020150,1968
1981020012,1968
1981020014,1968
1981020016,1968
1981020017,1968
1981020019,1968
1981020021,1968
1981020022,1968
1981020023,1968
1981020024,1968
1981027002,1968
1981027003,1968
1981027005,1968
1981027007,1968
1981027008,1968
1981027150,1968
1981027012,1968
1981027013,1968
1981027020,1968
1981027022,1968
1981027023,1968
1981027028,1968
1981028006,1968
1981102019,1968
1981103001,1968
1981103004,1968
1981103009,1968
1981103013,1968
1981103014,1968
1981103016,1968
1981103017,1968
1981103018,1968
1981103019,1968
1981103020,1968
1981103021,1968
1981103024,1968
1981103025,1968
1981110001,1968
1981110002,1968
1981110003,1968
1981110004,1968
1981110005,1968
1981110006,1968
1981110007,1968
1981110008,1968
1981110016,1968
1981110017,1968
1981110019,1968
1981110020,1968
1981110021,1968
1981110022,1968
1981117002,1968
1981117003,1968
1981117008,1968
1981117009,1968
1981117010,1968
1981117150,1968
1981117012,1968
1981117013,1968
1981117015,1968
1981117019,1968
1981117023,1968
1981117025,1968
1981117028,1968
1981124003,1968
1981124004,1968
1981124005,1968
1981124007,1968
1981124008,1968
1981124150,1968
1981124014,1968
1981124017,1968
1981124022,1968
1981124023,1968
1981124024,1968
1981124028,1968
1981128006,1968
1981128008,1968
1981128012,1968
1981128013,1968
1981201005,1968
1981201007,1968
1981201150,1968
1981201016,1968
1981201017,1968
1981201018,1968
1981201019,1968
1981201020,1968
1981201023,1968
1981201025,1968
1981207009,1968
1981207010,1968
1981208001,1968
1981208002,1968
1981208006,1968
1981208013,1968
1981208014,1968
1981208015,1968
1981208019,1968
1981208020,1968
1981208021,1968
1981208024,1968
1981208025,1968
1981208028,1968
1981214007,1968
1981214022,1968
1981215001,1968
1981215003,1968
1981215010,1968
1981215014,1968
1981215015,1968
1981215019,1968
1981215021,1968
1981215024,1968
1981215028,1968
1981221005,1968
1981222033,1968
1981222013,1968
1981229005,1968
1981229020,1968
1990112033,1969
1990914002,1969
1990914004,1969
1990914007,1969
1990914013,1969
1990914024,1969
1990920009,1969
1990920013,1969
1990921001,1969
1990921002,1969
1990921004,1969
1990921006,1969
1990921007,1969
1990921009,1969
1990921150,1969
1990921017,1969
1990921018,1969
1990921019,1969
1990921021,1969
1990921023,1969
1990927009,1969
1990928002,1969
1990928004,1969
1990928005,1969
1990928008,1969
1990928009,1969
1990928010,1969
1990928014,1969
1990928016,1969
1990928017,1969
1990928018,1969
1990928021,1969
1990928022,1969
1990928024,1969
1991001150,1969
1991004009,1969
1991004015,1969
1991004024,1969
1991005001,1969
1991005005,1969
1991005007,1969
1991005010,1969
1991005034,1969
1991005014,1969
1991005016,1969
1991005017,1969
1991005019,1969
1991005021,1969
1991005023,1969
1991005025,1969
1991006019,1969
1991011002,1969
1991011015,1969
1991012001,1969
1991012003,1969
1991012004,1969
1991012007,1969
1991012008,1969
1991012012,1969
1991012018,1969
1991012019,1969
1991012024,1969
1991012025,1969
1991012028,1969
1991013150,1969
1991013023,1969
1991018004,1969
1991018005,1969
1991018009,1969
1991019004,1969
1991019006,1969
1991019008,1969
1991019012,1969
1991019013,1969
1991019014,1969
1991019017,1969
1991019018,1969
1991019022,1969
1991019025,1969
1991019028,1969
1991020019,1969
1991020020,1969
1991023023,1969
1991025009,1969
1991026003,1969
1991026005,1969
1991026009,1969
1991026010,1969
1991026012,1969
1991026015,1969
1991026016,1969
1991026020,1969
1991026021,1969
1991026023,1969
1991026024,1969
1991027006,1969
1991101025,1969
1991102001,1969
1991102002,1969
1991102004,1969
1991102005,1969
1991102007,1969
1991102150,1969
1991102016,1969
1991102017,1969
1991102019,1969
1991102020,1969
1991102022,1969
1991102023,1969
1991102025,1969
1991109003,1969
1991109006,1969
1991109008,1969
1991109009,1969
1991109010,1969
1991109150,1969
1991109012,1969
1991109013,1969
1991109014,1969
1991109016,1969
1991109017,1969
1991109020,1969
1991109022,1969
1991109023,1969
1991109028,1969
1991115009,1969
1991116001,1969
1991116002,1969
1991116004,1969
1991116007,1969
1991116008,1969
1991116009,1969
1991116013,1969
1991116019,1969
1991116020,1969
1991116021,1969
1991116023,1969
1991116025,1969
1991116028,1969
1991122016,1969
1991123003,1969
1991123005,1969
1991123009,1969
1991123012,1969
1991123014,1969
1991123015,1969
1991123016,1969
1991123017,1969
1991123018,1969
1991123020,1969
1991123022,1969
1991123024,1969
1991123028,1969
1991126006,1969
1991127006,1969
1991127008,1969
1991127010,1969
1991127012,1969
1991130002,1969
1991130003,1969
1991130009,1969
1991130150,1969
1991130015,1969
1991130017,1969
1991130018,1969
1991130020,1969
1991130022,1969
1991130023,1969
1991130028,1969
1991206010,1969
1991206023,1969
1991206025,1969
1991207001,1969
1991207005,1969
1991207150,1969
1991207012,1969
1991207013,1969
1991207014,1969
1991207015,1969
1991207019,1969
1991207021,1969
1991207023,1969
1991207024,1969
1991213003,1969
1991213006,1969
1991213013,1969
1991214003,1969
1991214007,1969
1991214008,1969
1991214010,1969
1991214015,1969
1991214016,1969
1991214021,1969
1991214022,1969
1991214023,1969
1991214024,1969
1991214028,1969
1991220008,1969
1991220020,1969
1991221001,1969
1991221003,1969
1991221006,1969
1991221009,1969
1991221013,1969
1991221014,1969
1991221018,1969
1991221019,1969
1991221025,1969
1991227016,1969
1991228006,1969
2000104013,1970
2000104016,1970
2000111012,1970
2000918014,1970
2000919019,1970
2000920002,1970
2000920004,1970
2000920009,1970
2000920016,1970
2000920017,1970
2000920018,1970
2000920021,1970
2000920023,1970
2000920024,1970
2000920025,1970
401195563,1970
2000921005,1970
2000927002,1970
2000927003,1970
2000927006,1970
2000927007,1970
2000927008,1970
2000927009,1970
2000927010,1970
2000927016,1970
2000927017,1970
2000927022,1970
2000927024,1970
2000927025,1970
401195523,1970
2000928150,1970
2000928023,1970
2001003004,1970
2001003005,1970
2001003015,1970
2001004001,1970
2001004002,1970
2001004004,1970
2001004007,1970
2001004009,1970
2001004014,1970
2001004017,1970
2001004018,1970
2001004021,1970
2001004022,1970
401195468,1970
2001005008,1970
2001010020,1970
2001011003,1970
2001011005,1970
2001011006,1970
2001011010,1970
2001011012,1970
2001011013,1970
2001011014,1970
2001011019,1970
2001011022,1970
2001011023,1970
2001011028,1970
401195411,1970
2001012024,1970
2001018002,1970
2001018003,1970
2001018004,1970
2001018005,1970
2001018007,1970
2001018009,1970
2001018010,1970
2001018016,1970
2001018017,1970
2001018020,1970
2001018021,1970
2001018025,1970
401195369,1970
2001019013,1970
2001025001,1970
2001025003,1970
2001025150,1970
2001025012,1970
2001025013,1970
2001025015,1970
2001025019,1970
2001025020,1970
2001025023,1970
2001025024,1970
2001025025,1970
2001025028,1970
401195633,1970
2001026016,1970
2001101001,1970
2001101005,1970
2001101006,1970
2001101007,1970
2001101008,1970
2001101150,1970
2001101012,1970
2001101017,1970
2001101018,1970
2001101020,1970
2001101022,1970
2001101023,1970
2001101025,1970
401195578,1970
2001102023,1970
2001108002,1970
2001108003,1970
2001108012,1970
2001108013,1970
2001108014,1970
2001108018,1970
2001108019,1970
2001108021,1970
2001108022,1970
2001108023,1970
2001108024,1970
2001108028,1970
401195537,1970
2001109009,1970
2001115004,1970
2001115007,1970
2001115009,1970
2001115010,1970
2001115150,1970
2001115014,1970
2001115015,1970
2001115016,1970
2001115017,1970
2001115019,1970
2001115021,1970
2001115023,1970
401195482,1970
2001116006,1970
2001122001,1970
2001122003,1970
2001122004,1970
2001122005,1970
2001122008,1970
2001122012,1970
2001122013,1970
2001122015,1970
2001122016,1970
2001122018,1970
2001122020,1970
2001122028,1970
401195426,1970
2001123021,1970
2001126006,1970
2001126008,1970
2001128012,1970
2001129002,1970
2001129004,1970
2001129010,1970
2001129033,1970
2001129012,1970
2001129020,1970
2001129022,1970
2001129023,1970
2001129025,1970
2001129028,1970
401195384,1970
2001130001,1970
2001205016,1970
2001206006,1970
2001206008,1970
2001206150,1970
2001206012,1970
2001206014,1970
2001206015,1970
2001206019,1970
2001206020,1970
2001206023,1970
2001206024,1970
2001206025,1970
401195627,1970
2001207010,1970
2001212005,1970
2001212013,1970
2001213001,1970
2001213002,1970
2001213003,1970
2001213007,1970
2001213010,1970
2001213015,1970
2001213017,1970
2001213018,1970
2001213022,1970
2001213028,1970
401195571,1970
2001214014,1970
2001219150,1970
2001219023,1970
2001220001,1970
2001220004,1970
2001220006,1970
2001220007,1970
2001220008,1970
2001220013,1970
2001220015,1970
2001220018,1970
2001220019,1970
2001220021,1970
2001220024,1970
2001220028,1970
2001226006,1970
2001226033,1970
2001227013,1970
2001227016,1970
2010103025,1971
2010117006,1971
2010128004,1971
2010131033,1971
2010909005,1971
2010917005,1971
2010919001,1971
2010919002,1971
2010919003,1971
2010919004,1971
2010919005,1971
2010919007,1971
2010919009,1971
2010919150,1971
2010919017,1971
2010919018,1971
2010919022,1971
2010919023,1971
2010919024,1971
401195439,1971
2010920008,1971
2010926002,1971
2010926009,1971
2010926010,1971
2010926150,1971
2010926014,1971
2010926016,1971
2010926017,1971
2010926018,1971
2010926019,1971
2010926021,1971
2010926023,1971
2010926024,1971
401195382,1971
2010927022,1971
2011003006,1971
2011003007,1971
2011003008,1971
2011003009,1971
2011003010,1971
2011003014,1971
2011003015,1971
2011003016,1971
2011003017,1971
2011003021,1971
2011003022,1971
2011003023,1971
401194529,1971
2011004005,1971
2011010001,1971
2011010002,1971
2011010003,1971
2011010004,1971
2011010005,1971
2011010007,1971
2011010008,1971
2011010012,1971
2011010017,1971
2011010021,1971
2011010025,1971
2011010028,1971
401194478,1971
2011011006,1971
2011017001,1971
2011017004,1971
2011017007,1971
2011017009,1971
2011017010,1971
2011017013,1971
2011017015,1971
2011017018,1971
2011017019,1971
2011017020,1971
2011017025,1971
2011017028,1971
401194722,1971
2011018012,1971
2011023024,1971
2011024001,1971
2011024005,1971
2011024006,1971
2011024008,1971
2011024012,1971
2011024013,1971
2011024014,1971
2011024020,1971
2011024021,1971
2011024022,1971
2011024023,1971
401194680,1971
2011025016,1971
2011031002,1971
2011031003,1971
2011031005,1971
2011031010,1971
2011031150,1971
2011031013,1971
2011031014,1971
2011031019,1971
2011031021,1971
2011031024,1971
2011031025,1971
2011031028,1971
401194624,1971
2011101009,1971
2011107003,1971
2011107004,1971
2011107007,1971
2011107015,1971
2011107016,1971
2011107017,1971
2011107019,1971
2011107020,1971
2011107022,1971
2011107023,1971
2011107028,1971
401194569,1971
2011108150,1971
2011108023,1971
2011114001,1971
2011114003,1971
2011114006,1971
2011114007,1971
2011114008,1971
2011114012,1971
2011114013,1971
2011114015,1971
2011114016,1971
2011114017,1971
2011114020,1971
2011114025,1971
401194475,1971
2011115024,1971
2011121002,1971
2011121003,1971
2011121004,1971
2011121005,1971
2011121012,1971
2011121013,1971
2011121014,1971
2011121015,1971
2011121018,1971
2011121022,1971
2011121023,1971
2011121028,1971
401194734,1971
2011122001,1971
2011125006,1971
2011125008,1971
2011128002,1971
2011128004,1971
2011128009,1971
2011128010,1971
2011128013,1971
2011128016,1971
2011128019,1971
2011128020,1971
2011128021,1971
2011128023,1971
401194677,1971
2011129015,1971
2011204006,1971
2011205001,1971
2011205005,1971
2011205007,1971
2011205008,1971
2011205010,1971
2011205150,1971
2011205014,1971
2011205017,1971
2011205022,1971
2011205023,1971
2011205024,1971
2011205028,1971
401194621,1971
2011206025,1971
2011211150,1971
2011211016,1971
2011211023,1971
2011212002,1971
2011212004,1971
2011212009,1971
2011212012,1971
2011212018,1971
2011212019,1971
2011212020,1971
2011212021,1971
2011212024,1971
2011212025,1971
401194566,1971
2011213014,1971
2011217023,1971
2011218006,1971
2011219003,1971
2011219010,1971
2011219150,1971
2011219012,1971
2011219013,1971
2011219015,1971
2011219018,1971
2011219019,1971
2011219020,1971
2011219023,1971
2011219025,1971
2011219028,1971
2011225012,1971
2011225016,1971
2011226005,1971
2011226025,1971
2020102006,1972
2020102015,1972
2020116015,1972
2020917002,1972
2020917003,1972
2020917005,1972
2020917006,1972
2020917007,1972
2020917008,1972
2020917150,1972
2020917012,1972
2020917014,1972
2020917017,1972
2020917023,1972
2020917025,1972
401194713,1972
2020918016,1972
2020924002,1972
2020924003,1972
2020924004,1972
2020924008,1972
2020924009,1972
2020924150,1972
2020924015,1972
2020924017,1972
2020924019,1972
2020924021,1972
2020924023,1972
2020924024,1972
2020924028,1972
401194671,1972
2020925018,1972
2021001001,1972
2021001002,1972
2021001003,1972
2021001005,1972
2021001007,1972
2021001009,1972
2021001010,1972
2021001013,1972
2021001016,1972
2021001017,1972
2021001018,1972
2021001022,1972
401194616,1972
2021002021,1972
2021008001,1972
2021008002,1972
2021008004,1972
2021008005,1972
2021008006,1972
2021008009,1972
2021008150,1972
2021008014,1972
2021008016,1972
2021008019,1972
2021008020,1972
2021008023,1972
2021008028,1972
401194561,1972
2021009010,1972
2021015005,1972
2021015007,1972
2021015033,1972
2021015012,1972
2021015013,1972
2021015015,1972
2021015017,1972
2021015018,1972
2021015021,1972
2021015022,1972
2021015023,1972
2021015025,1972
401194520,1972
2021016008,1972
2021022008,1972
2021022009,1972
2021022010,1972
2021022012,1972
2021022013,1972
2021022014,1972
2021022015,1972
2021022019,1972
2021022020,1972
2021022023,1972
2021022025,1972
2021022028,1972
401194766,1972
2021023003,1972
2021029001,1972
2021029002,1972
2021029004,1972
2021029007,1972
2021029009,1972
2021029150,1972
2021029013,1972
2021029018,1972
2021029019,1972
2021029020,1972
2021029022,1972
2021029023,1972
2021029024,1972
401194708,1972
2021030006,1972
2021105002,1972
2021105005,1972
2021105008,1972
2021105009,1972
2021105012,1972
2021105014,1972
2021105016,1972
2021105019,1972
2021105020,1972
2021105021,1972
2021105023,1972
2021105024,1972
401194650,1972
2021106017,1972
2021112001,1972
2021112003,1972
2021112004,1972
2021112006,1972
2021112010,1972
2021112014,1972
2021112015,1972
2021112016,1972
2021112020,1972
2021112023,1972
2021112025,1972
2021112028,1972
401194609,1972
2021113024,1972
2021117014,1972
2021119003,1972
2021119004,1972
2021119005,1972
2021119007,1972
2021119008,1972
2021119010,1972
2021119012,1972
2021119014,1972
2021119015,1972
2021119017,1972
2021119021,1972
2021119022,1972
401194554,1972
2021120028,1972
2021123006,1972
2021123008,1972
2021126001,1972
2021126002,1972
2021126003,1972
2021126005,1972
2021126150,1972
2021126013,1972
2021126018,1972
2021126019,1972
2021126023,1972
2021126024,1972
2021126028,1972
401194929,1972
2021127015,1972
2021203001,1972
2021203004,1972
2021203009,1972
2021203033,1972
2021203012,1972
2021203016,1972
2021203017,1972
2021203020,1972
2021203021,1972
2021203022,1972
2021203023,1972
2021203024,1972
401194905,1972
2021204025,1972
2021209004,1972
2021209006,1972
2021210002,1972
2021210007,1972
2021210010,1972
2021210012,1972
2021210016,1972
2021210018,1972
2021210019,1972
2021210021,1972
2021210022,1972
2021210025,1972
401195039,1972
2021211013,1972
2021216015,1972
2021216025,1972
2021217001,1972
2021217006,1972
2021217007,1972
2021217010,1972
2021217013,1972
2021217014,1972
2021217018,1972
2021217020,1972
2021217022,1972
2021217024,1972
2021217028,1972
2021219004,1972
2021223023,1972
2021223025,1972
2021224015,1972
2021224028,1972
2021226023,1972
2021231023,1972
2021231028,1972
2030114028,1973
2030915023,1973
2030916003,1973
2030916005,1973
2030916007,1973
2030916012,1973
2030916015,1973
2030916016,1973
2030916017,1973
2030916018,1973
2030916019,1973
2030916021,1973
2030916023,1973
2030916028,1973
401194811,1973
2030917009,1973
2030923003,1973
2030923004,1973
2030923007,1973
2030923009,1973
2030923150,1973
2030923013,1973
2030923014,1973
2030923017,1973
2030923019,1973
2030923022,1973
2030923023,1973
2030923024,1973
401195054,1973
2030924006,1973
2030930002,1973
240930005,1973
2030930005,1973
2030930006,1973
2030930007,1973
2030930010,1973
2030930012,1973
2030930015,1973
2030930016,1973
2030930021,1973
2030930023,1973
2030930024,1973
2030930025,1973
401194999,1973
2031001008,1973
2031007001,1973
2031007002,1973
2031007005,1973
2031007008,1973
2031007010,1973
2031007012,1973
2031007015,1973
2031007017,1973
2031007018,1973
2031007019,1973
2031007022,1973
2031007023,1973
401194958,1973
2031008028,1973
2031014001,1973
2031014002,1973
2031014004,1973
2031014009,1973
2031014010,1973
2031014014,1973
2031014017,1973
2031014018,1973
2031014019,1973
2031014022,1973
2031014024,1973
2031014025,1973
401194902,1973
2031015005,1973
2031021003,1973
2031021004,1973
2031021005,1973
2031021006,1973
2031021008,1973
2031021014,1973
2031021015,1973
2031021016,1973
2031021023,1973
2031021024,1973
2031021025,1973
2031021028,1973
401194848,1973
2031022007,1973
2031028003,1973
2031028005,1973
2031028008,1973
2031028150,1973
2031028016,1973
2031028017,1973
2031028018,1973
2031028020,1973
2031028021,1973
2031028022,1973
2031028023,1973
2031028025,1973
401194807,1973
2031029002,1973
2031104001,1973
2031104006,1973
2031104008,1973
2031104009,1973
2031104150,1973
2031104013,1973
2031104016,1973
2031104018,1973
2031104020,1973
2031104021,1973
2031104022,1973
2031104023,1973
2031104024,1973
401195068,1973
2031105023,1973
2031111002,1973
2031111007,1973
2031111009,1973
2031111010,1973
2031111013,1973
2031111014,1973
2031111015,1973
2031111016,1973
2031111019,1973
2031111020,1973
2031111021,1973
2031111028,1973
401195013,1973
2031112012,1973
2031118002,1973
2031118003,1973
2031118004,1973
2031118006,1973
2031118012,1973
2031118013,1973
2031118014,1973
2031118017,1973
2031118019,1973
2031118023,1973
2031118024,1973
2031118028,1973
401194957,1973
2031119001,1973
2031122006,1973
2031122008,1973
2031125004,1973
2031125005,1973
2031125007,1973
2031125010,1973
2031125033,1973
2031125013,1973
2031125016,1973
2031125020,1973
2031125021,1973
2031125023,1973
401194916,1973
2031126025,1973
2031202001,1973
2031202003,1973
2031202004,1973
2031202007,1973
2031202009,1973
2031202010,1973
2031202012,1973
2031202017,1973
2031202020,1973
2031202022,1973
2031202025,1973
2031202028,1973
401194860,1973
2031203015,1973
2031208009,1973
2031208013,1973
2031209001,1973
2031209002,1973
2031209004,1973
2031209006,1973
2031209008,1973
2031209150,1973
2031209018,1973
2031209021,1973
2031209023,1973
2031209024,1973
401194803,1973
2031210014,1973
2031215015,1973
2031215025,1973
2031216001,1973
2031216003,1973
2031216010,1973
2031216150,1973
2031216012,1973
2031216013,1973
2031216014,1973
2031216019,1973
2031216020,1973
2031216022,1973
2031216023,1973
2031216028,1973
2031222013,1973
2031222016,1973
2031223006,1973
2031223015,1973
2031230006,1973
2031230015,1973
2040113006,1974
2040915001,1974
2040915003,1974
2040915004,1974
2040915007,1974
2040915009,1974
2040915010,1974
2040915012,1974
2040915017,1974
2040915018,1974
2040915019,1974
2040915022,1974
401194969,1974
2040916002,1974
2040922001,1974
2040922002,1974
2040922003,1974
2040922004,1974
2040922005,1974
2040922007,1974
2040922008,1974
2040922150,1974
2040922013,1974
2040922014,1974
2040922019,1974
2040922023,1974
2040922028,1974
401194914,1974
2040923021,1974
2040929002,1974
2040929006,1974
2040929009,1974
2040929010,1974
2040929016,1974
2040929017,1974
2040929018,1974
2040929021,1974
2040929022,1974
2040929023,1974
2040929024,1974
2040929025,1974
401194873,1974
2040930028,1974
2041006003,1974
2041006004,1974
2041006005,1974
2041006006,1974
2041006009,1974
2041006010,1974
2041006012,1974
2041006014,1974
2041006017,1974
2041006019,1974
2041006024,1974
2041006025,1974
401194818,1974
2041007015,1974
2041013001,1974
2041013005,1974
2041013007,1974
2041013009,1974
2041013033,1974
2041013012,1974
2041013016,1974
2041013020,1974
2041013021,1974
2041013022,1974
2041013023,1974
2041013024,1974
2041013028,1974
401195061,1974
2041014008,1974
2041018007,1974
2041020001,1974
2041020002,1974
2041020006,1974
2041020007,1974
2041020010,1974
2041020013,1974
2041020014,1974
2041020015,1974
2041020016,1974
2041020020,1974
2041020023,1974
2041020028,1974
401193912,1974
2041021003,1974
2041027002,1974
2041027004,1974
2041027005,1974
2041027008,1974
2041027015,1974
2041027016,1974
2041027018,1974
2041027019,1974
2041027020,1974
2041027022,1974
2041027024,1974
2041027025,1974
2041028021,1974
401194159,1974
2041028023,1974
2041103003,1974
2041103006,1974
2041103007,1974
2041103008,1974
2041103009,1974
2041103150,1974
2041103012,1974
2041103015,1974
2041103017,1974
2041103020,1974
2041103023,1974
2041103024,1974
401194103,1974
2041104025,1974
2041110002,1974
2041110004,1974
2041110006,1974
2041110009,1974
2041110150,1974
2041110012,1974
2041110013,1974
2041110014,1974
2041110017,1974
2041110018,1974
2041110019,1974
2041110021,1974
2041110023,1974
401194061,1974
2041111022,1974
2041117001,1974
2041117003,1974
2041117004,1974
2041117005,1974
2041117008,1974
2041117010,1974
2041117013,1974
2041117015,1974
2041117016,1974
2041117017,1974
2041117018,1974
2041117021,1974
2041117028,1974
401194007,1974
2041118007,1974
2041124004,1974
2041124005,1974
2041124008,1974
2041124009,1974
2041124010,1974
2041124150,1974
2041124013,1974
2041124014,1974
2041124019,1974
2041124020,1974
2041124023,1974
2041124025,1974
2041124028,1974
401193952,1974
2041125018,1974
2041128006,1974
2041128008,1974
2041201001,1974
2041201002,1974
2041201003,1974
2041201005,1974
2041201013,1974
2041201016,1974
2041201020,1974
2041201021,1974
2041201022,1974
2041201023,1974
401194156,1974
2041202015,1974
2041207006,1974
2041207016,1974
2041208004,1974
2041208007,1974
2041208150,1974
2041208012,1974
2041208017,1974
2041208018,1974
2041208019,1974
2041208020,1974
2041208023,1974
2041208024,1974
2041208025,1974
401194115,1974
2041209014,1974
2041214012,1974
2041214013,1974
2041214023,1974
2041215001,1974
2041215010,1974
2041215150,1974
2041215014,1974
2041215015,1974
2041215021,1974
2041215022,1974
2041215023,1974
2041215024,1974
2041215025,1974
2041215028,1974
2041221013,1974
2041221016,1974
2041222002,1974
2041222014,1974
2041222023,1974
2041229013,1974
2041229016,1974
2050112016,1975
2050921002,1975
2050921003,1975
2050921004,1975
2050921006,1975
2050921007,1975
2050921009,1975
2050921016,1975
2050921017,1975
2050921020,1975
2050921021,1975
2050921022,1975
2050921024,1975
2050921028,1975
401193982,1975
2050922015,1975
2050928001,1975
2050928002,1975
2050928003,1975
2050928005,1975
2050928006,1975
2050928010,1975
2050928150,1975
2050928012,1975
2050928017,1975
2050928018,1975
2050928023,1975
2050928025,1975
2050928028,1975
401193926,1975
2050929007,1975
2051005001,1975
2051005002,1975
2051005004,1975
2051005005,1975
2051005007,1975
2051005009,1975
2051005010,1975
2051005012,1975
2051005014,1975
2051005016,1975
2051005020,1975
2051005021,1975
2051005022,1975
2051005024,1975
401194151,1975
2051006008,1975
2051012002,1975
2051012004,1975
2051012005,1975
2051012008,1975
2051012012,1975
2051012015,1975
2051012016,1975
2051012018,1975
2051012019,1975
2051012023,1975
2051012024,1975
2051012025,1975
401194110,1975
2051013028,1975
2051019004,1975
2051019006,1975
2051019007,1975
2051019010,1975
2051019014,1975
2051019016,1975
2051019017,1975
2051019020,1975
2051019022,1975
2051019023,1975
2051019024,1975
2051019025,1975
401194054,1975
2051020002,1975
2051020019,1975
2051025019,1975
2051026001,1975
2051026002,1975
2051026005,1975
2051026009,1975
2051026010,1975
2051026012,1975
2051026013,1975
2051026014,1975
2051026017,1975
2051026020,1975
2051026021,1975
401194000,1975
