,external_id,season,matchup
304,191003004,1999,STL @ CIN
305,191003005,1999,NE @ CLE
306,191003006,1999,ARI @ DAL
307,191003007,1999,NYJ @ DEN
308,191003016,1999,TB @ MIN
309,191003019,1999,PHI @ NYG
310,191003023,1999,JAX @ PIT
311,191003024,1999,KC @ SD
312,191003025,1999,TEN @ SF
313,191003026,1999,OAK @ SEA
314,191003028,1999,CAR @ WSH
315,191004015,1999,BUF @ MIA
316,191010002,1999,PIT @ BUF
317,191010005,1999,CIN @ CLE
318,191010008,1999,SD @ DET
319,191010009,1999,TB @ GB
320,191010010,1999,BAL @ TEN
321,191010011,1999,MIA @ IND
322,191010012,1999,NE @ KC
323,191010013,1999,DEN @ OAK
324,191010014,1999,SF @ STL
325,191010016,1999,CHI @ MIN
326,191010018,1999,ATL @ NO
327,191010021,1999,DAL @ PHI
328,191010022,1999,NYG @ ARI
329,191011020,1999,JAX @ NYJ
330,191017001,1999,STL @ ATL
331,191017002,1999,OAK @ BUF
332,191017003,1999,PHI @ CHI
333,191017004,1999,PIT @ CIN
334,191017007,1999,GB @ DEN
335,191017008,1999,MIN @ DET
336,191017017,1999,MIA @ NE
337,191017018,1999,TEN @ NO
338,191017020,1999,IND @ NYJ
339,191017022,1999,WSH @ ARI
340,191017024,1999,SEA @ SD
341,191017025,1999,CAR @ SF
342,191017030,1999,CLE @ JAX
343,191018019,1999,DAL @ NYG
344,191021033,1999,KC @ BAL
345,191024006,1999,WSH @ DAL
346,191024011,1999,CIN @ IND
347,191024013,1999,NYJ @ OAK
348,191024014,1999,CLE @ STL
349,191024015,1999,PHI @ MIA
350,191024016,1999,SF @ MIN
351,191024017,1999,DEN @ NE
352,191024019,1999,NO @ NYG
353,191024024,1999,GB @ SD
354,191024026,1999,BUF @ SEA
355,191024027,1999,CHI @ TB
356,191024029,1999,DET @ CAR
357,191025023,1999,ATL @ PIT
358,191031001,1999,CAR @ ATL
359,191031004,1999,JAX @ CIN
360,191031007,1999,MIN @ DEN
361,191031008,1999,TB @ DET
362,191031010,1999,STL @ TEN
363,191031011,1999,DAL @ IND
364,191031012,1999,SD @ KC
365,191031013,1999,MIA @ OAK
366,191031018,1999,CLE @ NO
367,191031021,1999,NYG @ PHI
368,191031022,1999,NE @ ARI
369,191031028,1999,CHI @ WSH
370,191031033,1999,BUF @ BAL
371,191101009,1999,SEA @ GB
372,191107001,1999,JAX @ ATL
373,191107005,1999,BAL @ CLE
374,191107008,1999,STL @ DET
375,191107009,1999,CHI @ GB
376,191107011,1999,KC @ IND
377,191107015,1999,TEN @ MIA
378,191107018,1999,TB @ NO
379,191107020,1999,ARI @ NYJ
380,191107024,1999,DEN @ SD
381,191107025,1999,PIT @ SF
382,191107026,1999,CIN @ SEA
383,191107028,1999,BUF @ WSH
384,191107029,1999,PHI @ CAR
385,191108016,1999,DAL @ MIN
386,191114002,1999,MIA @ BUF
387,191114003,1999,MIN @ CHI
388,191114004,1999,TEN @ CIN
389,191114006,1999,GB @ DAL
390,191114013,1999,SD @ OAK
391,191114014,1999,CAR @ STL
392,191114018,1999,SF @ NO
393,191114019,1999,IND @ NYG
394,191114021,1999,WSH @ PHI
395,191114022,1999,DET @ ARI
396,191114023,1999,CLE @ PIT
397,191114026,1999,DEN @ SEA
398,191114027,1999,KC @ TB
399,191114030,1999,BAL @ JAX
400,191115017,1999,NYJ @ NE
401,191121004,1999,BAL @ CIN
402,191121005,1999,CAR @ CLE
403,191121009,1999,DET @ GB
404,191121010,1999,PIT @ TEN
405,191121012,1999,SEA @ KC
406,191121015,1999,NE @ MIA
407,191121020,1999,BUF @ NYJ
408,191121021,1999,IND @ PHI
409,191121022,1999,DAL @ ARI
410,191121024,1999,CHI @ SD
411,191121025,1999,STL @ SF
412,191121027,1999,ATL @ TB
413,191121028,1999,NYG @ WSH
414,191121030,1999,NO @ JAX
415,191122007,1999,OAK @ DEN
416,191125006,1999,MIA @ DAL
417,191125008,1999,CHI @ DET
418,191128002,1999,NE @ BUF
419,191128005,1999,TEN @ CLE
420,191128011,1999,NYJ @ IND
421,191128013,1999,KC @ OAK
422,191128014,1999,NO @ STL
423,191128016,1999,SD @ MIN
424,191128019,1999,ARI @ NYG
425,191128023,1999,CIN @ PIT
426,191128026,1999,TB @ SEA
427,191128028,1999,PHI @ WSH
428,191128029,1999,ATL @ CAR
429,191128033,1999,JAX @ BAL
430,191129025,1999,GB @ SF
431,191202030,1999,PIT @ JAX
432,191205001,1999,NO @ ATL
433,191205003,1999,GB @ CHI
434,191205004,1999,SF @ CIN
435,191205007,1999,KC @ DEN
436,191205008,1999,WSH @ DET
437,191205013,1999,SEA @ OAK
438,191205015,1999,IND @ MIA
439,191205017,1999,DAL @ NE
440,191205019,1999,NYJ @ NYG
441,191205022,1999,PHI @ ARI
442,191205024,1999,CLE @ SD
443,191205029,1999,STL @ CAR
444,191205033,1999,TEN @ BAL
445,191206027,1999,MIN @ TB
446,191209010,1999,OAK @ TEN
447,191212002,1999,NYG @ BUF
448,191212004,1999,CLE @ CIN
449,191212006,1999,PHI @ DAL
450,191212009,1999,CAR @ GB
451,191212011,1999,NE @ IND
452,191212012,1999,MIN @ KC
453,191212018,1999,STL @ NO
454,191212020,1999,MIA @ NYJ
455,191212023,1999,BAL @ PIT
456,191212025,1999,ATL @ SF
457,191212026,1999,SD @ SEA
458,191212027,1999,DET @ TB
459,191212028,1999,ARI @ WSH
460,191213030,1999,DEN @ JAX
461,191218012,1999,PIT @ KC
462,191218029,1999,SF @ CAR
463,191219003,1999,DET @ CHI
464,191219005,1999,JAX @ CLE
465,191219006,1999,NYJ @ DAL
466,191219007,1999,SEA @ DEN
467,191219010,1999,ATL @ TEN
468,191219011,1999,WSH @ IND
469,191219013,1999,TB @ OAK
470,191219014,1999,NYG @ STL
471,191219015,1999,SD @ MIA
472,191219021,1999,NE @ PHI
473,191219022,1999,BUF @ ARI
474,191219033,1999,NO @ BAL
475,191220016,1999,GB @ MIN
476,191224018,1999,DAL @ NO
477,191225008,1999,DEN @ DET
478,191226001,1999,ARI @ ATL
479,191226005,1999,IND @ CLE
480,191226010,1999,JAX @ TEN
481,191226014,1999,CHI @ STL
482,191226017,1999,BUF @ NE
483,191226019,1999,MIN @ NYG
484,191226023,1999,CAR @ PIT
485,191226024,1999,OAK @ SD
486,191226025,1999,WSH @ SF
487,191226026,1999,KC @ SEA
488,191226027,1999,GB @ TB
489,191226033,1999,CIN @ BAL
490,191227015,1999,NYJ @ MIA
491,200102002,2000,IND @ BUF
492,200102003,2000,TB @ CHI
493,200102006,2000,NYG @ DAL
494,200102007,2000,SD @ DEN
495,200102009,2000,ARI @ GB
496,200102012,2000,OAK @ KC
497,200102016,2000,DET @ MIN
498,200102017,2000,BAL @ NE
499,200102020,2000,SEA @ NYJ
500,200102021,2000,STL @ PHI
501,200102023,2000,TEN @ PIT
502,200102028,2000,MIA @ WSH
503,200102029,2000,NO @ CAR
504,200102030,2000,CIN @ JAX
505,200103001,2000,SF @ ATL
506,200108010,2000,BUF @ TEN
507,200108028,2000,DET @ WSH
508,200109016,2000,DAL @ MIN
509,200109026,2000,MIA @ SEA
510,200115027,2000,WSH @ TB
511,200115030,2000,MIA @ JAX
512,200116011,2000,TEN @ IND
513,200116014,2000,MIN @ STL
514,200123014,2000,TB @ STL
515,200123030,2000,TEN @ JAX
516,200130010,2000,STL @ TEN
517,200729011,2000,ATL @ IND
518,200729020,2000,NO @ NYJ
519,200730005,2000,PHI @ CLE
520,200730006,2000,PIT @ DAL
521,200731025,2000,NE @ SF
522,200804008,2000,NE @ DET
523,200804002,2000,CIN @ BUF
524,200804027,2000,WSH @ TB
525,200804009,2000,NYJ @ GB
526,200804029,2000,JAX @ CAR
527,200805023,2000,MIA @ PIT
528,200805010,2000,KC @ TEN
529,200805014,2000,OAK @ STL
530,200805016,2000,NO @ MIN
531,200805019,2000,CHI @ NYG
532,200805026,2000,IND @ SEA
533,200805033,2000,PHI @ BAL
534,200805022,2000,DEN @ ARI
535,200805025,2000,SD @ SF
536,200805006,2000,ATL @ DAL
537,200810015,2000,TB @ MIA
538,200810023,2000,CAR @ PIT
539,200811001,2000,CIN @ ATL
540,200811028,2000,NE @ WSH
541,200811030,2000,NYG @ JAX
542,200812003,2000,CLE @ CHI
543,200812011,2000,NO @ IND
544,200812033,2000,NYJ @ BAL
545,200812008,2000,BUF @ DET
546,200812022,2000,SEA @ ARI
547,200812024,2000,MIN @ SD
548,200813007,2000,GB @ DEN
549,200813006,2000,OAK @ DAL
550,200813012,2000,SF @ KC
551,200814010,2000,STL @ TEN
552,200818001,2000,SD @ ATL
553,200818021,2000,TEN @ PHI
554,200818020,2000,NYG @ NYJ
555,200818029,2000,BAL @ CAR
556,200818016,2000,ARI @ MIN
557,200818013,2000,DET @ OAK
558,200819004,2000,CHI @ CIN
559,200819005,2000,WSH @ CLE
560,200819014,2000,BUF @ STL
561,200819023,2000,IND @ PIT
562,200819012,2000,JAX @ KC
563,200819007,2000,DAL @ DEN
564,200819026,2000,SF @ SEA
565,200820017,2000,TB @ NE
566,200821015,2000,GB @ MIA
567,200824011,2000,MIN @ IND
568,200824030,2000,ATL @ JAX
569,200824017,2000,CAR @ NE
570,200824021,2000,BUF @ PHI
571,200824006,2000,STL @ DAL
572,200824013,2000,SEA @ OAK
573,200825004,2000,DET @ CIN
574,200825027,2000,KC @ TB
575,200825003,2000,TEN @ CHI
576,200825018,2000,MIA @ NO
577,200825019,2000,BAL @ NYG
578,200825028,2000,PIT @ WSH
579,200825025,2000,DEN @ SF
580,200825024,2000,ARI @ SD
581,200826009,2000,CLE @ GB
582,200903001,2000,SF @ ATL
583,200903005,2000,JAX @ CLE
584,200903012,2000,IND @ KC
585,200903016,2000,CHI @ MIN
586,200903017,2000,TB @ NE
587,200903018,2000,DET @ NO
588,200903019,2000,ARI @ NYG
589,200903023,2000,BAL @ PIT
590,200903028,2000,CAR @ WSH
591,200903006,2000,PHI @ DAL
592,200903009,2000,NYJ @ GB
593,200903013,2000,SD @ OAK
594,200903015,2000,SEA @ MIA
595,200903002,2000,TEN @ BUF
596,200904014,2000,DEN @ STL
597,200910011,2000,OAK @ IND
598,200910002,2000,GB @ BUF
599,200910004,2000,CLE @ CIN
600,200910010,2000,KC @ TEN
601,200910016,2000,MIA @ MIN
602,200910021,2000,NYG @ PHI
603,200910027,2000,CHI @ TB
604,200910033,2000,JAX @ BAL
605,200910007,2000,ATL @ DEN
606,200910008,2000,WSH @ DET
607,200910024,2000,NO @ SD
608,200910025,2000,CAR @ SF
609,200910026,2000,STL @ SEA
610,200910022,2000,DAL @ ARI
611,200911020,2000,NE @ NYJ
612,200917005,2000,PIT @ CLE
613,200917008,2000,TB @ DET
614,200917009,2000,PHI @ GB
615,200917012,2000,SD @ KC
616,200917014,2000,SF @ STL
617,200917020,2000,BUF @ NYJ
618,200917029,2000,ATL @ CAR
619,200917030,2000,CIN @ JAX
620,200917013,2000,DEN @ OAK
621,200917003,2000,NYG @ CHI
622,200917017,2000,MIN @ NE
623,200917026,2000,NO @ SEA
624,200917015,2000,BAL @ MIA
625,200918028,2000,DAL @ WSH
626,200924001,2000,STL @ ATL
627,200924003,2000,DET @ CHI
628,200924006,2000,SF @ DAL
629,200924015,2000,NE @ MIA
630,200924018,2000,PHI @ NO
631,200924023,2000,TEN @ PIT
632,200924033,2000,CIN @ BAL
633,200924022,2000,GB @ ARI
634,200924007,2000,KC @ DEN
635,200924013,2000,CLE @ OAK
636,200924024,2000,SEA @ SD
637,200924027,2000,NYJ @ TB
638,200924019,2000,WSH @ NYG
639,200925011,2000,JAX @ IND
640,201001002,2000,IND @ BUF
641,201001005,2000,BAL @ CLE
642,201001008,2000,MIN @ DET
643,201001010,2000,NYG @ TEN
644,201001014,2000,SD @ STL
645,201001029,2000,DAL @ CAR
646,201001030,2000,PIT @ JAX
647,201001004,2000,MIA @ CIN
648,201001007,2000,NE @ DEN
649,201001009,2000,CHI @ GB
650,201001025,2000,ARI @ SF
651,201001028,2000,TB @ WSH
652,201001021,2000,ATL @ PHI
653,201002012,2000,SEA @ KC
654,201008003,2000,NO @ CHI
655,201008004,2000,TEN @ CIN
656,201008008,2000,GB @ DET
657,201008015,2000,BUF @ MIA
658,201008017,2000,IND @ NE
659,201008020,2000,PIT @ NYJ
660,201008021,2000,WSH @ PHI
661,201008022,2000,CLE @ ARI
662,201008001,2000,NYG @ ATL
663,201008024,2000,DEN @ SD
664,201008025,2000,OAK @ SF
665,201008029,2000,SEA @ CAR
666,201008030,2000,BAL @ JAX
667,201009016,2000,TB @ MIN
668,201015002,2000,SD @ BUF
669,201015012,2000,OAK @ KC
670,201015014,2000,ATL @ STL
671,201015018,2000,CAR @ NO
672,201015019,2000,DAL @ NYG
673,201015023,2000,CIN @ PIT
674,201015028,2000,BAL @ WSH
675,201015022,2000,PHI @ ARI
676,201015007,2000,CLE @ DEN
677,201015017,2000,NYJ @ NE
678,201015026,2000,IND @ SEA
679,201015009,2000,SF @ GB
680,201015003,2000,MIN @ CHI
681,201016010,2000,JAX @ TEN
682,201019027,2000,DET @ TB
683,201022011,2000,NE @ IND
684,201022001,2000,NO @ ATL
685,201022004,2000,DEN @ CIN
686,201022006,2000,ARI @ DAL
687,201022012,2000,STL @ KC
688,201022016,2000,BUF @ MIN
689,201022021,2000,CHI @ PHI
690,201022029,2000,SF @ CAR
691,201022033,2000,TEN @ BAL
692,201022013,2000,SEA @ OAK
693,201022023,2000,CLE @ PIT
694,201022030,2000,WSH @ JAX
695,201023020,2000,MIA @ NYJ
696,201029001,2000,CAR @ ATL
697,201029002,2000,NYJ @ BUF
698,201029005,2000,CIN @ CLE
699,201029011,2000,DET @ IND
700,201029015,2000,GB @ MIA
701,201029027,2000,MIN @ TB
702,201029033,2000,PIT @ BAL
703,201029019,2000,PHI @ NYG
704,201029022,2000,NO @ ARI
705,201029025,2000,STL @ SF
706,201029006,2000,JAX @ DAL
707,201029026,2000,KC @ SEA
708,201029024,2000,OAK @ SD
709,201030028,2000,TEN @ WSH
710,201105001,2000,TB @ ATL
711,201105003,2000,IND @ CHI
712,201105004,2000,BAL @ CIN
713,201105005,2000,NYG @ CLE
714,201105008,2000,MIA @ DET
715,201105010,2000,PIT @ TEN
716,201105017,2000,BUF @ NE
717,201105018,2000,SF @ NO
718,201105021,2000,DAL @ PHI
719,201105022,2000,WSH @ ARI
720,201105013,2000,KC @ OAK
721,201105020,2000,DEN @ NYJ
722,201105026,2000,SD @ SEA
723,201105014,2000,CAR @ STL
724,201106009,2000,MIN @ GB
725,201112002,2000,CHI @ BUF
726,201112006,2000,CIN @ DAL
727,201112008,2000,ATL @ DET
728,201112010,2000,BAL @ TEN
729,201112016,2000,ARI @ MIN
730,201112023,2000,PHI @ PIT
731,201112029,2000,NO @ CAR
732,201112030,2000,SEA @ JAX
733,201112005,2000,NE @ CLE
734,201112024,2000,MIA @ SD
735,201112025,2000,KC @ SF
736,201112019,2000,STL @ NYG
737,201112027,2000,GB @ TB
738,201112011,2000,NYJ @ IND
739,201113007,2000,OAK @ DEN
740,201119003,2000,TB @ CHI
741,201119009,2000,IND @ GB
742,201119010,2000,CLE @ TEN
743,201119012,2000,BUF @ KC
744,201119016,2000,CAR @ MIN
745,201119017,2000,CIN @ NE
746,201119018,2000,OAK @ NO
747,201119019,2000,DET @ NYG
748,201119021,2000,ARI @ PHI
749,201119007,2000,SD @ DEN
750,201119015,2000,NYJ @ MIA
751,201119025,2000,ATL @ SF
752,201119033,2000,DAL @ BAL
753,201119023,2000,JAX @ PIT
754,201120014,2000,WSH @ STL
755,201123008,2000,NE @ DET
756,201123006,2000,MIN @ DAL
757,201126004,2000,PIT @ CIN
758,201126014,2000,NO @ STL
759,201126020,2000,CHI @ NYJ
760,201126027,2000,BUF @ TB
761,201126028,2000,PHI @ WSH
762,201126033,2000,CLE @ BAL
763,201126013,2000,ATL @ OAK
764,201126011,2000,MIA @ IND
765,201126024,2000,KC @ SD
766,201126026,2000,DEN @ SEA
767,201126030,2000,TEN @ JAX
768,201126022,2000,NYG @ ARI
769,201127029,2000,GB @ CAR
770,201130016,2000,DET @ MIN
771,201203001,2000,SEA @ ATL
772,201203002,2000,MIA @ BUF
773,201203004,2000,ARI @ CIN
774,201203018,2000,DEN @ NO
775,201203021,2000,TEN @ PHI
776,201203023,2000,OAK @ PIT
777,201203027,2000,DAL @ TB
778,201203028,2000,NYG @ WSH
779,201203029,2000,STL @ CAR
780,201203024,2000,SF @ SD
781,201203020,2000,IND @ NYJ
782,201203030,2000,CLE @ JAX
783,201203003,2000,GB @ CHI
784,201204017,2000,KC @ NE
785,201210003,2000,NE @ CHI
786,201210005,2000,PHI @ CLE
787,201210009,2000,DET @ GB
788,201210010,2000,CIN @ TEN
789,201210012,2000,CAR @ KC
790,201210015,2000,TB @ MIA
791,201210019,2000,PIT @ NYG
792,201210030,2000,ARI @ JAX
793,201210033,2000,SD @ BAL
794,201210007,2000,SEA @ DEN
795,201210006,2000,WSH @ DAL
796,201210014,2000,MIN @ STL
797,201210025,2000,NO @ SF
798,201210013,2000,NYJ @ OAK
799,201211011,2000,BUF @ IND
800,201216023,2000,WSH @ PIT
801,201216026,2000,OAK @ SEA
